EntityId,EntityType,OrganizationName,Address1,Address2,City,State,Zip,County,GeoLat,GeoLong,Phone,NPI,Specialty1,SpecialtyDesc1,Specialty2,SpecialtyDesc2,Specialty3,SpecialtyDesc3,Specialty4,SpecialtyDesc4,Specialty5,SpecialtyDesc5
265374,2,CENTER POINTE FAMILY MEDICAL GROUP LLC,1 Oakwood Park Plz Ste 101,,Castle Rock,CO,80104-1849,,39.378882,-104.851399,7192826100,1154825230,261Q00000X,Clinic or Center,,,,,,,,
231818,2,"EL PUEBLO BOYS' AND GIRLS' RANCH, INC.",1 Wellness Way,,Pueblo,CO,81006-2103,Pueblo,38.233347,-104.580147,7195447496,1992858344,322D00000X,Residential Treatment Facility for Emotionally Dis,THRESCHILD,Therapeutic Residental Child Care Facility ,,,,,,
106621,2,ZAK H WEIS DPM,10 Benthaven Pl,,Boulder,CO,80305-6252,Boulder,,,8063414508,1164548855,261Q00000X,Clinic or Center,,,,,,,,
256310,2,"KEY WELLNESS, INC.",10 Boulder Crescent St Ste 102,,Colorado Springs,CO,80903-3350,,38.838722,-104.826273,7196338119,1609369271,251S00000X,Community Behavioral Health Agency,,,,,,,,
223510,2,"FAMILY TIES COUNSELING, INC.",10 Boulder Crescent St Ste 102H,,Colorado Springs,CO,80903-3345,El Paso,38.838722,-104.826273,7194770550,1275837676,251S00000X,Community Behavioral Health Agency,,,,,,,,
107521,2,BEVERLY GARDNER LLC,10 Boulder Crescent St Ste 203F,,Colorado Springs,CO,80903-3355,El Paso,38.838722,-104.826273,7196605281,1033483276,251S00000X,Community Behavioral Health Agency,,,,,,,,
217332,2,"LIFE SKILLS PLUS, INC.",10 Boulder Crescent St Ste 203G,,Colorado Springs,CO,80903-3355,,38.838722,-104.826273,7194711225,1962855791,261Q00000X,Clinic or Center,,,,,,,,
222548,2,"HONIE B CRANDALL, MD",10 E Monument St,,Colorado Springs,CO,80903-1018,El Paso,38.844038,-104.823708,7195774036,1619142239,261Q00000X,Clinic or Center,,,,,,,,
2028969,2,SARA HONN QUALLS PHD LLC,10 E Monument St,,Colorado Springs,CO,80903-1018,El Paso,38.844038,-104.823708,7194285025,1184393738,261QM0850X,Adult Mental Health Clinic,,,,,,,,
171184,2,"COLORADO NEUROPSYCHOLOGICAL ASSOCIATES, P.C.",10 Inverness Dr E,,Englewood,CO,80112-5610,,39.56806,-104.861997,7194888738,1205202587,251S00000X,Community Behavioral Health Agency,,,,,,,,
100947,2,"HOLT PSYCHOTHERAPY, PLLC",100 Arapahoe Ave Ste 12,,Boulder,CO,80302-5862,Boulder,40.012566,-105.29768,7206631366,1689071763,251S00000X,Community Behavioral Health Agency,,,,,,,,
2030029,2,WESTSIDE BEHAVIORAL CARE,100 Arapahoe Ave Ste 12,,Boulder,CO,80302-5862,Boulder,40.012566,-105.29768,3039864197,1467022988,261QM0801X,Mental Health Center,,,,,,,,
1261457,2,"VAIL CLINIC, INC",100 Basecamp Way Ste 105,,Frisco,CO,80443-5967,Summit,,,9704797247,1588211791,261Q00000X,Clinic or Center,332B00000X,Durable Medical Equipment & Medical Supplies ,261QP2000X,Physical Therapy Facility,,,,
100448,2,MONTE VISTA INVESTORS LLC,100 Chico Camino St,,Monte Vista,CO,81144-1025,Rio Grande,,,7196280128,1407817497,310400000X,Assisted Living Facility ,251C00000X,Day Training Developmentally Disabled Services Age,,,,,,
2033108,2,"UCHEALTH IMAGING SERVICES, LLC",100 Cook St Ste 100,,Denver,CO,80206-5327,Denver,39.718246,-104.947227,7205169420,1821756651,261Q00000X,Clinic or Center,261QR0200X,Radiology Clinic,,,,,,
1475545,2,UNIVERSITY OF COLORADO HOSPITAL AUTHORITY,100 Cook St Ste 102,,Denver,CO,80206-5327,Denver,39.718246,-104.947227,7208480000,1407479975,261Q00000X,Clinic or Center,282N00000X,General Acute Care Hospital ,,,,,,
1833340,2,"POUDRE VALLEY MEDICAL GROUP, LLC",100 Cook St Ste 202,,Denver,CO,80206-5328,Denver,39.718246,-104.947227,7205169413,1679182141,261Q00000X,Clinic or Center,,,,,,,,
1475155,2,UNIVERSITY OF COLORADO HOSPITAL AUTHORITY,100 Cook St Ste 204,,Denver,CO,80206-5328,Denver,39.718246,-104.947227,7208480000,1386267714,261Q00000X,Clinic or Center,282N00000X,General Acute Care Hospital ,,,,,,
1830254,2,"POUDRE VALLEY MEDICAL GROUP, LLC",100 Cook St Ste 210,,Denver,CO,80206-5328,Denver,39.718246,-104.947227,7205169402,1932711868,261Q00000X,Clinic or Center,,,,,,,,
2030225,2,"UCHEALTH IMAGING SERVICES, LLC",100 Cook St Ste 212,,Denver,CO,80206-5328,Denver,39.718246,-104.947227,7205169420,1326706169,261Q00000X,Clinic or Center,261QR0200X,Radiology Clinic,,,,,,
1830843,2,"POUDRE VALLEY MEDICAL GROUP, LLC",100 Cook St Ste 302,,Denver,CO,80206-5339,Denver,39.718246,-104.947227,7205169425,1437768900,261Q00000X,Clinic or Center,,,,,,,,
1833326,2,"POUDRE VALLEY MEDICAL GROUP, LLC",100 Cook St Ste 304,,Denver,CO,80206-5339,Denver,39.718246,-104.947227,7205169407,1265041024,261Q00000X,Clinic or Center,,,,,,,,
1831440,2,"POUDRE VALLEY MEDICAL GROUP, LLC",100 Cook St Ste 304,,Denver,CO,80206-5339,Denver,39.718246,-104.947227,7205169407,1528677390,261Q00000X,Clinic or Center,,,,,,,,
1833309,2,"POUDRE VALLEY MEDICAL GROUP, LLC",100 Cook St Ste 306,,Denver,CO,80206-5339,Denver,39.718246,-104.947227,7205169400,1821607391,261Q00000X,Clinic or Center,,,,,,,,
1833372,2,"POUDRE VALLEY MEDICAL GROUP, LLC",100 Cook St Ste 306,,Denver,CO,80206-5339,Denver,39.718246,-104.947227,7205169405,1205445772,261Q00000X,Clinic or Center,,,,,,,,
1833358,2,"POUDRE VALLEY MEDICAL GROUP, LLC",100 Cook St Ste 312,,Denver,CO,80206-5339,Denver,39.718246,-104.947227,7205169408,1700495579,261Q00000X,Clinic or Center,,,,,,,,
1831761,2,"POUDRE VALLEY MEDICAL GROUP, LLC",100 Cook St Ste 312,,Denver,CO,80206-5339,Denver,39.718246,-104.947227,7205169410,1427667195,261Q00000X,Clinic or Center,,,,,,,,
1833336,2,"POUDRE VALLEY MEDICAL GROUP, LLC",100 Cook St Ste 400,,Denver,CO,80206-5340,Denver,39.718246,-104.947227,7205169421,1558970020,261Q00000X,Clinic or Center,,,,,,,,
1831959,2,"POUDRE VALLEY MEDICAL GROUP, LLC",100 Cook St Ste 400,,Denver,CO,80206-5340,Denver,39.718246,-104.947227,7205169401,1487263232,261Q00000X,Clinic or Center,,,,,,,,
1830911,2,"POUDRE VALLEY MEDICAL GROUP, LLC",100 Cook St Ste 402,,Denver,CO,80206-5340,Denver,39.718246,-104.947227,7205169415,1912516485,261Q00000X,Clinic or Center,,,,,,,,
1833364,2,"POUDRE VALLEY MEDICAL GROUP, LLC",100 Cook St Ste 402,,Denver,CO,80206-5340,Denver,39.718246,-104.947227,7205169446,1538778006,261Q00000X,Clinic or Center,,,,,,,,
2029886,2,"UCHEALTH IMAGING SERVICES, LLC",100 Cook St Ste 404,,Denver,CO,80206-5340,Denver,39.718246,-104.947227,7205169420,1427716257,261Q00000X,Clinic or Center,261QR0200X,Radiology Clinic,,,,,,
1833320,2,"POUDRE VALLEY MEDICAL GROUP, LLC",100 Cook St Ste 406,,Denver,CO,80206-5340,Denver,39.718246,-104.947227,7205169417,1194334664,261Q00000X,Clinic or Center,,,,,,,,
1833317,2,"POUDRE VALLEY MEDICAL GROUP, LLC",100 Cook St Ste 408,,Denver,CO,80206-5340,Denver,39.718246,-104.947227,7205169424,1720697295,261Q00000X,Clinic or Center,,,,,,,,
1833342,2,"POUDRE VALLEY MEDICAL GROUP, LLC",100 Cook St Ste 408,,Denver,CO,80206-5340,Denver,39.718246,-104.947227,7205169406,1396354866,261Q00000X,Clinic or Center,,,,,,,,
1476044,2,"UCHEALTH IMAGING SERVICES, LLC",100 Cook St Ste 410,,Denver,CO,80206-5340,Denver,39.718246,-104.947227,7205169420,1396368254,261Q00000X,Clinic or Center,261QR0200X,Radiology Clinic,,,,,,
1830083,2,POUDRE VALLEY MEDICAL GROUP,100 Cook St Ste 412,,Denver,CO,80206-5340,Denver,39.718246,-104.947227,7205169403,1922617497,261Q00000X,Clinic or Center,,,,,,,,
268041,2,MOUNTAIN FAMILY HEALTH CENTERS,100 E 2nd St,,Parachute,CO,81635-5000,Garfield,39.453383,-108.052372,9709452840,1003328840,261QF0400X,Federally Qualified Health Center (FQHC),,,,,,,,
213443,2,MEN AND WOMEN SEEKING EMPOWERMENT,100 E South Boulder Rd Ste 105,,Lafayette,CO,80026-1968,Boulder,39.986522,-105.090054,3036657037,1144649724,251S00000X,Community Behavioral Health Agency,,,,,,,,
1897643,2,MEN AND WOMEN SEEKING EMPOWERMENT,100 E South Boulder Rd Ste 105,,Lafayette,CO,80026-1968,Boulder,39.986522,-105.090054,3036657037,1285224105,251S00000X,Community Behavioral Health Agency,,,,,,,,
145469,2,AMY C CECIL OD PLLC,100 Elk Run Dr Ste 206,,Basalt,CO,81621-9241,Pitkin,39.362229,-107.027977,9709275107,1003086463,261Q00000X,Clinic or Center,,,,,,,,
1903456,2,CAREPOINT INPATIENT BLUE SKY NEUROLOGY,100 Health Park Dr,,Louisville,CO,80027-9583,Boulder,39.95108,-105.152879,8009623303,1639768831,261Q00000X,Clinic or Center,,,,,,,,
1915639,2,"CAREPOINT OUTPATIENT BLUE SKY  NEUROLOGY, PLLC",100 Health Park Dr,,Louisville,CO,80027-9583,Boulder,39.95108,-105.152879,8889877975,1134718786,261Q00000X,Clinic or Center,,,,,,,,
147352,2,CHPG ADVENTIST HOSPITALISTS AVISTA,100 Health Park Dr,,Louisville,CO,80027-9583,Boulder,39.95108,-105.152879,3036431159,1679961569,261Q00000X,Clinic or Center,,,,,,,,
2031457,2,"EKG ASSOCIATES PROF., LLP",100 Health Park Dr,,Louisville,CO,80027-9583,Boulder,39.95108,-105.152879,3037552900,1700452307,261Q00000X,Clinic or Center,,,,,,,,
143991,2,"HIGH PLAINS ANESTHESIA CONSULTANTS, PC",100 Health Park Dr,,Louisville,CO,80027-9583,Boulder,39.95108,-105.152879,3034229438,1144259896,261Q00000X,Clinic or Center,,,,,,,,
1477755,2,"OBSTETRIX MEDICAL GROUP OF COLORADO, P.C.",100 Health Park Dr,,Louisville,CO,80027-9583,Boulder,39.95108,-105.152879,8777374546,1578187803,261Q00000X,Clinic or Center,,,,,,,,
1477014,2,"OBSTETRIX MEDICAL GROUP OF COLORADO, P.C.",100 Health Park Dr,,Louisville,CO,80027-9583,Boulder,39.95108,-105.152879,8777374546,1679197172,261Q00000X,Clinic or Center,,,,,,,,
1947375,2,SHERIDAN CHILDRENS HEALTHCARE SERVICES OF COLORADO,100 Health Park Dr,,Louisville,CO,80027-9583,Boulder,39.95108,-105.152879,3036614235,1114527520,261Q00000X,Clinic or Center,,,,,,,,
1476983,2,USACS OF COLORADO INC,100 Health Park Dr,,Louisville,CO,80027-9583,Boulder,39.95108,-105.152879,3304934443,1851927693,261Q00000X,Clinic or Center,,,,,,,,
1263537,2,SOUTHEAST MENTAL HEALTH SERVIC,100 Kendall Dr,,Lamar,CO,81052-3901,Prowers,38.068142,-102.611888,7193845408,1891345807,251S00000X,Community Behavioral Health Agency,261QM0801X,Mental Health Center,261QR0405X,Substance Use Disorder Rehabilitation Facility,,,,
1262133,2,SOUTHEAST WELLNESS WORKS,100 Kendall Dr,,Lamar,CO,81052-3901,Prowers,38.068142,-102.611888,7193367501,1841840774,261Q00000X,Clinic or Center,261QP2300X,Primary Care Clinic,251S00000X,Community Behavioral Health Agency,,,,
102291,2,"SUMMIT TREATMENT SERVICES, INC.",100 Logan St,,Sterling,CO,80751-2408,Logan,,,3037171765,1124201637,320800000X,Mental Illness Community Based Residential Treatme,,,,,,,,
100754,2,NORTH RANGE BEHAVIORAL HEALTH,100 N 11th Ave,,Greeley,CO,80631-2011,Weld,40.434284,-104.695796,7203472338,1790010940,251S00000X,Community Behavioral Health Agency,261QR0405X,Substance Use Disorder Rehabilitation Facility,261QM0801X,Mental Health Center,,,,
101769,2,SUNRISE COMMUNITY HEALTH,100 N 11th Ave,,Greeley,CO,80631-2011,Weld,40.434284,-104.695796,9703528898,1871890152,261QF0400X,Federally Qualified Health Center (FQHC),,,,,,,,
176670,2,SUNRISE COMMUNITY HEALTH,100 N 11th Ave,,Greeley,CO,80631-2011,Weld,40.434284,-104.695796,9703130353,1740791011,261QF0400X,Federally Qualified Health Center (FQHC),,,,,,,,
1833093,2,"CARDINAL PATHOLOGY, PC",100 Pioneers Medical Center Dr,,Meeker,CO,81641-3181,Rio Blanco,40.045338,-107.880151,9709457564,1780282053,261Q00000X,Clinic or Center,,,,,,,,
213093,2,EASTERN RIO BLANCO COUNTY HEALTH SERVICE DISTRICT,100 Pioneers Medical Center Dr,,Meeker,CO,81641-3181,Rio Blanco,40.045338,-107.880151,9708789273,1801874771,261Q00000X,Clinic or Center,282N00000X,General Acute Care Hospital ,282NC0060X,Critical Access Hospital,282NR1301X,Rural Hospital,,
1916550,2,EASTERN RIO BLANCO COUNTY HEALTH SERVICE DISTRICT,100 Pioneers Medical Center Dr,,Meeker,CO,81641-3181,Rio Blanco,40.045338,-107.880151,9708789273,1720673965,261Q00000X,Clinic or Center,,,,,,,,
1902727,2,VALLEY VIEW HOSPITAL ASSOCIATION,100 Pioneers Medical Center Dr,,Meeker,CO,81641-3181,Rio Blanco,40.045338,-107.880151,9703847707,1578162699,261Q00000X,Clinic or Center,,,,,,,,
1904582,2,VALLEY VIEW HOSPITAL ASSOCIATION,100 Pioneers Medical Center Dr,,Meeker,CO,81641-3181,Rio Blanco,40.045338,-107.880151,9703847510,1962015446,261Q00000X,Clinic or Center,,,,,,,,
1305193,2,VALLEY VIEW HOSPITAL ASSOCIATION,100 Pioneers Medical Center Dr,,Meeker,CO,81641-3181,Rio Blanco,40.045338,-107.880151,9703848060,1689218414,261Q00000X,Clinic or Center,,,,,,,,
1904580,2,VALLEY VIEW HOSPITAL ASSOCIATION,100 Pioneers Medical Center Dr,,Meeker,CO,81641-3181,Rio Blanco,40.045338,-107.880151,9709280808,1851998603,261Q00000X,Clinic or Center,,,,,,,,
212981,2,EASTERN RIO BLANCO COUNTY HEALTH SERVICE DISTRICT,100 Pioneers Medical Center Dr,,Meeker,CO,81641-3181,Rio Blanco,40.045338,-107.880151,9708785047,1902900269,261QR1300X,Rural Health Clinic,,,,,,,,
154994,2,EASTERN RIO BLANCO COUNTY HEALTH SERVICE DISTRICT,100 Pioneers Medical Center Dr,,Meeker,CO,81641-3181,Rio Blanco,40.045338,-107.880151,9708789273,1710081070,314000000X,Skilled Nursing Facility,385H00000X,Respite Care Facility,251C00000X,Day Training Developmentally Disabled Services Age,,,,
118219,2,BANNER HEALTH PHYSICIANS COLORADO LLC,100 S Cherry Ave Unit 1,,Eaton,CO,80615-8256,Weld,40.524192,-104.729696,9704543838,1609137306,261Q00000X,Clinic or Center,261QM1300X,Multi-Specialty Clinic,,,,,,
139850,2,CITY AND COUNTY OF BROOMFIELD,100 Spader Way,,Broomfield,CO,80020-2441,Broomfield,39.916386,-105.066589,7208872220,1124025143,261Q00000X,Clinic or Center,251K00000X,Public Health or Welfare Agency,,,,,,
1903716,2,"COMMUNITY REACH CENTER, INC",100 Spader Way,,Broomfield,CO,80020-2441,Broomfield,39.916386,-105.066589,3038533500,1841887056,261QR0405X,Substance Use Disorder Rehabilitation Facility,,,,,,,,
1829020,2,CITY AND COUNTY OF BROOMFIELD,100 Spader Way Fl 3,,Broomfield,CO,80020-2441,Broomfield,39.916386,-105.066589,7208872208,,251B00000X,Case Management Agency,,,,,,,,
1898284,2,"COMMUNITY REACH CENTER, INC",100 Spader Way Ste 267,,Broomfield,CO,80020-2441,Broomfield,39.916386,-105.066589,3038533500,1053926980,251S00000X,Community Behavioral Health Agency,261QR0405X,Substance Use Disorder Rehabilitation Facility,261QM0801X,Mental Health Center,,,,
1830389,2,"COLORADO WEST OTOLARYNGOLOGISTS, PC",100 Tessitore Ct Unit B,,Montrose,CO,81401-5689,Montrose,38.486545,-107.864076,9707874710,1578181392,261Q00000X,Clinic or Center,,,,,,,,
133487,2,FAMILY MEDICINE CLINIC,100 W 4th St,,Walsenburg,CO,81089-1910,Huerfano,,,7197381164,1760675698,261Q00000X,Clinic or Center,,,,,,,,
271044,2,MOUNTAIN FAMILY HEALTH CENTERS,100 W Beaver Creek Blvd,,Avon,CO,81620-5432,Eagle,,,9709452840,1811483134,261QF0400X,Federally Qualified Health Center (FQHC),,,,,,,,
146490,2,"NANCY O READ, PHD, LICENSED PS",100 W Colorado Ave Ste 240F,,Telluride,CO,81435,San Miguel,,,9707281217,1952651861,251S00000X,Community Behavioral Health Agency,,,,,,,,
102705,2,HALLIE SEMONIN,100 Whitney Ct,,Windsor,CO,80550-6132,Weld,,,9704607372,1437529609,261QR0400X,Rehabilitation Facility,,,,,,,,
146412,2,BEST SIGHT EYE CARE,1000 Airport Rd,,Rifle,CO,81650-8407,Garfield,39.524498,-107.768008,9706254040,1487027868,261Q00000X,Clinic or Center,,,,,,,,
1901994,2,"MENTAL HEALTH CENTER OF BOULDER COUNTY, INC.",1000 Alpine Ave,,Boulder,CO,80304-3406,Boulder,40.025161,-105.284246,3034438500,1790380046,261QM0801X,Mental Health Center,261QR0405X,Substance Use Disorder Rehabilitation Facility,,,,,,
1899708,2,GUARDIAN ANESTHESIA SERVICES INC,1000 E Harvard Ave,,Denver,CO,80210-5824,Denver,39.67056,-104.97496,3037785773,1407450802,261Q00000X,Clinic or Center,,,,,,,,
100398,2,"PREMIER ANESTHESIA OF COLORADO, INC.",1000 E Harvard Ave,,Denver,CO,80210-5824,Denver,39.67056,-104.97496,3034229438,1053438663,261Q00000X,Clinic or Center,,,,,,,,
2030870,2,CREEKSIDE GARDENS ASSISTED LIVING FACILITY LLC,1000 E Stuart St,,Fort Collins,CO,80525-1555,Larimer,40.564019,-105.05916,7189423483,1639745714,310400000X,Assisted Living Facility ,251C00000X,Day Training Developmentally Disabled Services Age,,,,,,
220476,2,SSC FORT COLLINS SPRING CREEK OPERATING COMPANY LL,1000 E Stuart St,,Fort Collins,CO,80525-1555,Larimer,40.564019,-105.05916,9704938376,1528591690,310400000X,Assisted Living Facility ,251C00000X,Day Training Developmentally Disabled Services Age,,,,,,
109904,2,SSC FORT COLLINS CREEK OPERATING COMPANY LLC,1000 E Stuart St,,Fort Collins,CO,80525-1555,Larimer,40.564019,-105.05916,9704825712,1417077371,314000000X,Skilled Nursing Facility,310400000X,Assisted Living Facility ,385H00000X,Respite Care Facility,251C00000X,Day Training Developmentally Disabled Services Age,251J00000X,Nursing Care Agency
2030204,2,CREEKSIDE VILLAGE HEALTH AND REHABILITATION CENTER,1000 E Stuart St,,Fort Collins,CO,80525-1555,Larimer,40.564019,-105.05916,7189423483,1508432535,314000000X,Skilled Nursing Facility,385H00000X,Respite Care Facility,251J00000X,Nursing Care Agency,,,,
2030723,2,CREEKSIDE VILLAGE HEALTH AND REHABILITATION CENTER,1000 E Stuart St,,Fort Collins,CO,80525-1555,Larimer,40.564019,-105.05916,7189423483,1407524077,385H00000X,Respite Care Facility,251C00000X,Day Training Developmentally Disabled Services Age,,,,,,
1477939,2,"POUDRE VALLEY MEDICAL GROUP, LLC",1000 Lincoln St,,Fort Morgan,CO,80701-3290,Morgan,40.260388,-103.795585,9704824373,1740802768,261Q00000X,Clinic or Center,,,,,,,,
1477994,2,"POUDRE VALLEY MEDICAL GROUP, LLC",1000 Lincoln St,,Fort Morgan,CO,80701-3290,Morgan,40.260388,-103.795585,9704950506,1154945509,261Q00000X,Clinic or Center,,,,,,,,
117965,2,"POUDRE VALLEY MEDICAL GROUP, LLC",1000 Lincoln St,,Fort Morgan,CO,80701-3290,Morgan,40.260388,-103.795585,9702377700,1235452418,261Q00000X,Clinic or Center,,,,,,,,
102748,2,FORT MORGAN PEDIATRIC CLINIC,1000 Lincoln St Ste 202,,Fort Morgan,CO,80701-3290,Morgan,40.260388,-103.795585,9705422229,1205150521,261QR1300X,Rural Health Clinic,,,,,,,,
1479137,2,"POUDRE VALLEY MEDICAL GROUP, L",1000 Lincoln St Ste 207,,Fort Morgan,CO,80701-3290,Morgan,40.260388,-103.795585,9708677000,1548880669,261Q00000X,Clinic or Center,,,,,,,,
1833303,2,"POUDRE VALLEY MEDICAL GROUP, LLC",1000 Lincoln St Ste 207,,Fort Morgan,CO,80701-3290,Morgan,40.260388,-103.795585,9706196100,1952914178,261Q00000X,Clinic or Center,,,,,,,,
152387,2,HEART OF THE ROCKIES RADIOLOGY PC,1000 Rush Dr,,Salida,CO,81201-9627,Chaffee,38.542959,-106.008655,9706632742,1255633269,261Q00000X,Clinic or Center,,,,,,,,
1476629,2,"POUDRE VALLEY MEDICAL GROUP, LLC",1000 Rush Dr,,Salida,CO,81201-9627,Chaffee,38.542959,-106.008655,7195302200,1124658059,261Q00000X,Clinic or Center,,,,,,,,
205465,2,SALIDA HOSPITAL DISTRICT,1000 Rush Dr,,Salida,CO,81201-9627,Chaffee,38.542959,-106.008655,7195302200,1730258971,261Q00000X,Clinic or Center,282N00000X,General Acute Care Hospital ,251J00000X,Nursing Care Agency,275N00000X,Medicare Defined Swing Bed Unit ,282NC0060X,Critical Access Hospital
155632,2,SALIDA HOSPITAL DISTRICT,1000 Rush Dr,,Salida,CO,81201-9627,Chaffee,38.542959,-106.008655,7195302231,1972778272,261Q00000X,Clinic or Center,,,,,,,,
230477,2,SALIDA PATHOLOGY PC,1000 Rush Dr,,Salida,CO,81201-9627,Chaffee,38.542959,-106.008655,7195302265,1942504014,261Q00000X,Clinic or Center,,,,,,,,
261352,2,1ST A LIMOUSINE@DENVER LLC,1000 S Dayton St,,Denver,CO,80247-1902,,,,,1114370947,343900000X,Non-emergency Medical Van Transport ,,,,,,,,
2028612,2,POUDRE CANYON HEALTH AND REHABILITATION CENTER LLC,1000 S Lemay Ave,,Fort Collins,CO,80524-3914,Larimer,40.573714,-105.057455,7189423483,1144896192,314000000X,Skilled Nursing Facility,385H00000X,Respite Care Facility,251J00000X,Nursing Care Agency,,,,
2031888,2,POUDRE CANYON HEALTH AND REHABILITATION CENTER LLC,1000 S Lemay Ave,,Fort Collins,CO,80524-3914,Larimer,40.573714,-105.057455,7189423483,1588332142,385H00000X,Respite Care Facility,251C00000X,Day Training Developmentally Disabled Services Age,,,,,,
211003,2,SSC FORT COLLINS LEMAY AVE OP CO,1000 S Lemay Ave,,Fort Collins,CO,80524-3914,Larimer,40.573714,-105.057455,9704827925,1699895557,385H00000X,Respite Care Facility,314000000X,Skilled Nursing Facility,251C00000X,Day Training Developmentally Disabled Services Age,251J00000X,Nursing Care Agency,,
169058,2,REFLECTIONS ACADEMY,1000 S Lincoln Ave Ste 200,,Loveland,CO,80537-6357,Larimer,,,9703441390,1255581120,320800000X,Mental Illness Community Based Residential Treatme,,,,,,,,
141474,2,PORTERCARE ADVENTIST HEALTH SYSTEM,1000 Southpark Dr,,Littleton,CO,80120-5654,Arapahoe,39.566839,-105.000015,3037441065,1861782476,261Q00000X,Clinic or Center,,,,,,,,
108892,2,SOUTH DENVER CARDIOLOGY ASSOCIATES-A CENTURA HC,1000 Southpark Dr Ste CR,,Littleton,CO,80120-5654,Arapahoe,39.566839,-105.000015,3037441065,1750832382,261Q00000X,Clinic or Center,261QR0404X,Cardiac Rehabilitation Facility ,,,,,,
145213,2,"SUMMIT COMMUNITY CARE CLINIC,",1000 W 4th St,,Leadville,CO,80461-3800,Lake,39.244508,-106.302875,9706684040,1437533031,261QF0400X,Federally Qualified Health Center (FQHC),,,,,,,,
